OBJECTID,Desc_,Date,Metric,Value,Rep_Date,Name,Pop
4007,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/10/2020,Percent Positivity,0.174,02/02/2021,Colorado,5763976
4008,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/10/2020,7-Day Average Percent Positivity,0.149,02/02/2021,Colorado,5763976
4009,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/10/2020,3-Day Average Percent Positivity,0.14,02/02/2021,Colorado,5763976
4010,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/10/2020,Cumulative Antibody Tests Performed,189920,02/02/2021,Colorado,5763976
4011,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/11/2020,Antibody Tests Performed,0,02/02/2021,Colorado,5763976
4012,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/11/2020,Number of negative tests,0,02/02/2021,Colorado,5763976
4013,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/11/2020,Number of positive tests,0,02/02/2021,Colorado,5763976
4014,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/11/2020,Total Tests per 100K People,0,02/02/2021,Colorado,5763976
4015,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/11/2020,7-Day Average Percent Positivity,0.147,02/02/2021,Colorado,5763976
4016,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/11/2020,3-Day Average Percent Positivity,0.14,02/02/2021,Colorado,5763976
4017,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/11/2020,Cumulative Antibody Tests Performed,189920,02/02/2021,Colorado,5763976
4018,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/12/2020,Antibody Tests Performed,1285,02/02/2021,Colorado,5763976
4019,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/12/2020,Number of negative tests,1077,02/02/2021,Colorado,5763976
4020,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/12/2020,Number of positive tests,208,02/02/2021,Colorado,5763976
4021,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/12/2020,Total Tests per 100K People,22.294,02/02/2021,Colorado,5763976
4022,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/12/2020,Percent Positivity,0.162,02/02/2021,Colorado,5763976
4023,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/12/2020,7-Day Average Percent Positivity,0.152,02/02/2021,Colorado,5763976
4024,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/12/2020,3-Day Average Percent Positivity,0.165,02/02/2021,Colorado,5763976
4025,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/12/2020,Cumulative Antibody Tests Performed,191205,02/02/2021,Colorado,5763976
4026,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/13/2020,Antibody Tests Performed,864,02/02/2021,Colorado,5763976
4027,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/13/2020,Number of negative tests,747,02/02/2021,Colorado,5763976
4028,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/13/2020,Number of positive tests,117,02/02/2021,Colorado,5763976
4029,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/13/2020,Total Tests per 100K People,14.99,02/02/2021,Colorado,5763976
4030,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/13/2020,Percent Positivity,0.135,02/02/2021,Colorado,5763976
4031,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/13/2020,7-Day Average Percent Positivity,0.152,02/02/2021,Colorado,5763976
4032,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/13/2020,3-Day Average Percent Positivity,0.151,02/02/2021,Colorado,5763976
4033,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/13/2020,Cumulative Antibody Tests Performed,192069,02/02/2021,Colorado,5763976
4034,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/14/2020,Antibody Tests Performed,646,02/02/2021,Colorado,5763976
4035,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/14/2020,Number of negative tests,540,02/02/2021,Colorado,5763976
4036,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/14/2020,Number of positive tests,106,02/02/2021,Colorado,5763976
4037,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/14/2020,Total Tests per 100K People,11.207,02/02/2021,Colorado,5763976
4038,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/14/2020,Percent Positivity,0.164,02/02/2021,Colorado,5763976
4039,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/14/2020,7-Day Average Percent Positivity,0.15,02/02/2021,Colorado,5763976
4040,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/14/2020,3-Day Average Percent Positivity,0.154,02/02/2021,Colorado,5763976
4041,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/14/2020,Cumulative Antibody Tests Performed,192715,02/02/2021,Colorado,5763976
4042,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/15/2020,Antibody Tests Performed,521,02/02/2021,Colorado,5763976
4043,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/15/2020,Number of negative tests,452,02/02/2021,Colorado,5763976
4044,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/15/2020,Number of positive tests,69,02/02/2021,Colorado,5763976
4045,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/15/2020,Total Tests per 100K People,9.039,02/02/2021,Colorado,5763976
4046,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/15/2020,Percent Positivity,0.132,02/02/2021,Colorado,5763976
4047,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/15/2020,7-Day Average Percent Positivity,0.149,02/02/2021,Colorado,5763976
4048,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/15/2020,3-Day Average Percent Positivity,0.144,02/02/2021,Colorado,5763976
4049,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/15/2020,Cumulative Antibody Tests Performed,193236,02/02/2021,Colorado,5763976
4050,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/16/2020,Antibody Tests Performed,366,02/02/2021,Colorado,5763976
4051,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/16/2020,Number of negative tests,311,02/02/2021,Colorado,5763976
4052,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/16/2020,Number of positive tests,55,02/02/2021,Colorado,5763976
4053,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/16/2020,Total Tests per 100K People,6.35,02/02/2021,Colorado,5763976
4054,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/16/2020,Percent Positivity,0.15,02/02/2021,Colorado,5763976
4055,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/16/2020,7-Day Average Percent Positivity,0.153,02/02/2021,Colorado,5763976
4056,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/16/2020,3-Day Average Percent Positivity,0.15,02/02/2021,Colorado,5763976
4057,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/16/2020,Cumulative Antibody Tests Performed,193602,02/02/2021,Colorado,5763976
4058,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/17/2020,Antibody Tests Performed,585,02/02/2021,Colorado,5763976
4059,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/17/2020,Number of negative tests,477,02/02/2021,Colorado,5763976
4060,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/17/2020,Number of positive tests,108,02/02/2021,Colorado,5763976
4061,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/17/2020,Total Tests per 100K People,10.149,02/02/2021,Colorado,5763976
4062,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/17/2020,Percent Positivity,0.185,02/02/2021,Colorado,5763976
4063,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/17/2020,7-Day Average Percent Positivity,0.155,02/02/2021,Colorado,5763976
4064,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/17/2020,3-Day Average Percent Positivity,0.158,02/02/2021,Colorado,5763976
4065,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/17/2020,Cumulative Antibody Tests Performed,194187,02/02/2021,Colorado,5763976
4066,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/18/2020,Antibody Tests Performed,796,02/02/2021,Colorado,5763976
4067,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/18/2020,Number of negative tests,659,02/02/2021,Colorado,5763976
4068,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/18/2020,Number of positive tests,137,02/02/2021,Colorado,5763976
4069,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/18/2020,Total Tests per 100K People,13.81,02/02/2021,Colorado,5763976
4070,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/18/2020,Percent Positivity,0.172,02/02/2021,Colorado,5763976
4071,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/18/2020,7-Day Average Percent Positivity,0.158,02/02/2021,Colorado,5763976
4072,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/18/2020,3-Day Average Percent Positivity,0.172,02/02/2021,Colorado,5763976
4073,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/18/2020,Cumulative Antibody Tests Performed,194983,02/02/2021,Colorado,5763976
4074,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/19/2020,Antibody Tests Performed,875,02/02/2021,Colorado,5763976
4075,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/19/2020,Number of negative tests,754,02/02/2021,Colorado,5763976
4076,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/19/2020,Number of positive tests,121,02/02/2021,Colorado,5763976
4077,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/19/2020,Total Tests per 100K People,15.181,02/02/2021,Colorado,5763976
4078,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/19/2020,Percent Positivity,0.138,02/02/2021,Colorado,5763976
4079,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/19/2020,7-Day Average Percent Positivity,0.153,02/02/2021,Colorado,5763976
4080,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/19/2020,3-Day Average Percent Positivity,0.162,02/02/2021,Colorado,5763976
4081,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/19/2020,Cumulative Antibody Tests Performed,195858,02/02/2021,Colorado,5763976
4082,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/20/2020,Antibody Tests Performed,1158,02/02/2021,Colorado,5763976
4083,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/20/2020,Number of negative tests,975,02/02/2021,Colorado,5763976
4084,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/20/2020,Number of positive tests,183,02/02/2021,Colorado,5763976
4085,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/20/2020,Total Tests per 100K People,20.09,02/02/2021,Colorado,5763976
4086,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/20/2020,Percent Positivity,0.158,02/02/2021,Colorado,5763976
4087,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/20/2020,7-Day Average Percent Positivity,0.158,02/02/2021,Colorado,5763976
4088,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/20/2020,3-Day Average Percent Positivity,0.156,02/02/2021,Colorado,5763976
4089,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/20/2020,Cumulative Antibody Tests Performed,197016,02/02/2021,Colorado,5763976
4090,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/21/2020,Antibody Tests Performed,920,02/02/2021,Colorado,5763976
4091,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/21/2020,Number of negative tests,786,02/02/2021,Colorado,5763976
4092,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/21/2020,Number of positive tests,134,02/02/2021,Colorado,5763976
4093,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/21/2020,Total Tests per 100K People,15.961,02/02/2021,Colorado,5763976
4094,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/21/2020,Percent Positivity,0.146,02/02/2021,Colorado,5763976
4095,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/21/2020,7-Day Average Percent Positivity,0.155,02/02/2021,Colorado,5763976
4096,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/21/2020,3-Day Average Percent Positivity,0.148,02/02/2021,Colorado,5763976
4097,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/21/2020,Cumulative Antibody Tests Performed,197936,02/02/2021,Colorado,5763976
4098,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/22/2020,Antibody Tests Performed,668,02/02/2021,Colorado,5763976
4099,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/22/2020,Number of negative tests,575,02/02/2021,Colorado,5763976
4100,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/22/2020,Number of positive tests,93,02/02/2021,Colorado,5763976
4101,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/22/2020,Total Tests per 100K People,11.589,02/02/2021,Colorado,5763976
4102,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/22/2020,Percent Positivity,0.139,02/02/2021,Colorado,5763976
4103,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/22/2020,7-Day Average Percent Positivity,0.155,02/02/2021,Colorado,5763976
4104,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/22/2020,3-Day Average Percent Positivity,0.149,02/02/2021,Colorado,5763976
4105,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/22/2020,Cumulative Antibody Tests Performed,198604,02/02/2021,Colorado,5763976
4106,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/23/2020,Antibody Tests Performed,775,02/02/2021,Colorado,5763976
4107,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/23/2020,Number of negative tests,628,02/02/2021,Colorado,5763976
4108,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/23/2020,Number of positive tests,147,02/02/2021,Colorado,5763976
4109,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/23/2020,Total Tests per 100K People,13.446,02/02/2021,Colorado,5763976
4110,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/23/2020,Percent Positivity,0.19,02/02/2021,Colorado,5763976
4111,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/23/2020,7-Day Average Percent Positivity,0.16,02/02/2021,Colorado,5763976
4112,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/23/2020,3-Day Average Percent Positivity,0.158,02/02/2021,Colorado,5763976
4113,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/23/2020,Cumulative Antibody Tests Performed,199379,02/02/2021,Colorado,5763976
4114,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/24/2020,Antibody Tests Performed,967,02/02/2021,Colorado,5763976
4115,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/24/2020,Number of negative tests,776,02/02/2021,Colorado,5763976
4116,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/24/2020,Number of positive tests,191,02/02/2021,Colorado,5763976
4117,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/24/2020,Total Tests per 100K People,16.777,02/02/2021,Colorado,5763976
4118,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/24/2020,Percent Positivity,0.198,02/02/2021,Colorado,5763976
4119,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/24/2020,7-Day Average Percent Positivity,0.163,02/02/2021,Colorado,5763976
4120,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/24/2020,3-Day Average Percent Positivity,0.179,02/02/2021,Colorado,5763976
4121,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/24/2020,Cumulative Antibody Tests Performed,200346,02/02/2021,Colorado,5763976
4122,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/25/2020,Antibody Tests Performed,1729,02/02/2021,Colorado,5763976
4123,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/25/2020,Number of negative tests,1381,02/02/2021,Colorado,5763976
4124,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/25/2020,Number of positive tests,348,02/02/2021,Colorado,5763976
4125,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/25/2020,Total Tests per 100K People,29.997,02/02/2021,Colorado,5763976
4126,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/25/2020,Percent Positivity,0.201,02/02/2021,Colorado,5763976
4127,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/25/2020,7-Day Average Percent Positivity,0.172,02/02/2021,Colorado,5763976
4128,Daily COVID-19 Antibody Test Data From Clinical Laboratories,11/25/2020,3-Day Average Percent Positivity,0.198,02/02/2021,Colorado,5763976
